osm_id,h3level9,lat,lon,name,alt_names,name_en,name_bn,local_admin_name,admin0_name,admin2_name,addr_level,poi_addr_match,poi_class,poi_keywords,country,division,district,thana,union,region_hash
3480033741.0,893cf374077ffff,22.5709103,90.1413853,বাংলাদেশ কৃষি ব্যাংক,"['বাংলাদেশ কৃষি ব্যাংক', 'Bangladesh Krishi Bank']","Bangladesh Agricultural Bank, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","বাংলাদেশ কৃষি ব্যাংক, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['bank'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
3480033742.0,893cf374077ffff,22.5707138,90.1413166,পূবালী ব্যাংক লিমিটেড,['Pubali Bank Limited'],"Pubali Bank Limited, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","পূবালী ব্যাংক লিমিটেড, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['bank'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
3480033743.0,893cf374073ffff,22.5714223,90.1381279,রাজাপুর পোস্ট অফিস,['Rajapur Post Office'],"Rajapur Post Office, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","রাজাপুর পোস্ট অফিস, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['post_office'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
3480036536.0,893cf374073ffff,22.5708453,90.1396993,,"['Bazaar Masjid', 'বাজার মসজিদ']","Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['place_of_worship_muslim'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
3480036540.0,893cf374077ffff,22.570985,90.1420452,,,"Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['place_of_worship_muslim'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
3504084789.0,893cf339a57ffff,22.6510312,90.1986302,,,"Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['place_of_worship_muslim'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Paurashava,f90ac51d5dcf0154ce16ddaccaa928cd
4388651087.0,893cf37607bffff,22.619938,90.1060436,Shahid Minar,,"Shahid Minar, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","শহীদ মিনার, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['monument'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Sekherhat,a952a74f3aa318a206e0138191e2782a
4388676618.0,893cf37607bffff,22.6207721,90.1061346,,,"Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,"['drinking_water', 'water_well']",[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Sekherhat,a952a74f3aa318a206e0138191e2782a
4388678939.0,893cf37607bffff,22.6200912,90.1062097,,,"Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['drinking_water'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Sekherhat,a952a74f3aa318a206e0138191e2782a
5022447777.0,893cf33866fffff,22.7137533,90.1628405,Bhimruli Floating Guava Market,,"Bhimruli Floating Guava Market, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ভিমরুলি ভাসমান পেয়ারা মার্কেট, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Kirtipasha,08c0dc9fc2b90ad0d6cf35b36e7cddc1
5022526157.0,893cf33aebbffff,22.782492,90.195471,Guachitra Bazar,,"Guachitra Bazar, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","গুয়াচিত্রা বাজার, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,street,boundaries,['bus_stop'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,GabhaRamchandrapur,6e74a445ede6447a098ac015e3b56485
5024148753.0,893cf33866fffff,22.7139529,90.1628497,,,"Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['attraction'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Kirtipasha,08c0dc9fc2b90ad0d6cf35b36e7cddc1
5024148754.0,893cf339a57ffff,22.6500601,90.199628,College Mor,,"College Mor, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","কলেজ মোর, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,street,boundaries,['bus_stop'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Paurashava,f90ac51d5dcf0154ce16ddaccaa928cd
5039203583.0,893cf376d33ffff,22.6510668,90.1869792,Kirtipasha Mor,,"Kirtipasha Mor, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","কির্তিপাশা মোর, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,street,boundaries,['bus_stop'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Paurashava,f90ac51d5dcf0154ce16ddaccaa928cd
5039203595.0,893cf339cafffff,22.6991385,90.1991495,Baukathi Bazar,,"Baukathi Bazar, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","বাউকাথি বাজার, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Nabagram,3ba15c3b9882fc25eea10f895175c0d5
7062515256.0,893cf362917ffff,22.4803218,90.1562655,Satani Bazar,,"Satani Bazar, Kathalia Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","শয়তানী বাজার, কাঠালিয়া উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",কাঠালিয়া উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Barisal,Jhalokati,Kanthalia,Adrabunia,fb6a3807dbff54f8df409d3ba935629f
7353433028.0,893cf339ad7ffff,22.6574512,90.1959969,Nesarabad Complex Mosque Jhalokathi,,"Nesarabad Complex Mosque Jhalokathi, ","নেসারাবাদ কমপ্লেক্স মসজিদ ঝালোকথি, ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,housenumber,sameSource,['place_of_worship_muslim'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Basanda,bc79797bec443f30b84d9a954c8d9518
7799766486.0,893cf376917ffff,22.6363302,90.1992634,,,"Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['ferry_terminal'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Ponabalia,7de2ae2876fd99b5a7a94dff479ca9a3
7799766531.0,893cf3769bbffff,22.6386815,90.199282,ঝালকাঠি পৌরসভা,,"Jhalakathi Municipality, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকাঠি পৌরসভা, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['town_hall'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Paurashava,f90ac51d5dcf0154ce16ddaccaa928cd
8872790919.0,893cf375807ffff,22.5213941,90.1705515,Uttampur Bazar,,"Uttampur Bazar, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","উত্তমপুর বাজার, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Baruia,acd32b0e496c5c68e0bed2e8f0076141
9430534380.0,893cf37406fffff,22.5671968,90.1432545,,,"Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['atm'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
9430534381.0,893cf37406fffff,22.5671666,90.1433596,,,"Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['atm'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
9689307012.0,893cf37403bffff,22.5738887,90.143086,South Bagri Govt. Primary School,,"South Bagri Govt. Primary School, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","দক্ষিণ বাগরি সরকারপ্রাথমিক বিদ্যালয়, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,"['educational_institution', 'school']",[],Bangladesh,Barisal,Jhalokati,Rajapur,Mathbari,0d0a1bdcd7629443bde398218df85c74
9689311580.0,893cf3742b7ffff,22.5635599,90.1388864,Rajapur Government College,,"Rajapur Government College, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","রাজাপুর সরকারী কলেজ, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,"['college', 'educational_institution']",[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
9689338939.0,893cf374627ffff,22.5679844,90.1247192,25 No South Monohorpur governmental Primary School,,"25 No South Monohorpur governmental Primary School, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","25 কোনও দক্ষিণ মনোহরপুর সরকারী প্রাথমিক বিদ্যালয়, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,"['educational_institution', 'school']",[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
9689338940.0,893cf374627ffff,22.5683345,90.1247631,Monohorpur High School,,"Monohorpur High School, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","মনোহরপুর উচ্চ বিদ্যালয়, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,"['educational_institution', 'school']",[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
9689338941.0,893cf374077ffff,22.5703366,90.1406273,Rajapur Model Govt. Primary School,,"Rajapur Model Govt. Primary School, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","রাজাপুর মডেল সরকার।প্রাথমিক বিদ্যালয়, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,"['educational_institution', 'school']",[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
9689338942.0,893cf374057ffff,22.5702564,90.1336938,NAHAR MEDICAL HALL,,"NAHAR MEDICAL HALL, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","নাহার মেডিকেল হল, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['pharmacy'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
9689338943.0,893cf374057ffff,22.5702703,90.1335815,Halima Medical Hall,,"Halima Medical Hall, Rajapur Sbdistrict, Jhalokathi District, Barishal Division, Bangladesh","হালিমা মেডিকেল হল, রাজাপুর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",রাজাপুর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['pharmacy'],[],Bangladesh,Barisal,Jhalokati,Rajapur,Rajapur,c6206a42475c1a88e0868295c8a4b702
234894390.0,893cf339a8bffff,22.65850955,90.19875734,Jhalkathi Stadium,,"Jhalkathi Stadium, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকথি স্টেডিয়াম, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['stadium'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Basanda,bc79797bec443f30b84d9a954c8d9518
324648162.0,893cf376997ffff,22.64359658,90.19541844,,,"Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['government'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Paurashava,f90ac51d5dcf0154ce16ddaccaa928cd
440710731.0,893cf376047ffff,22.62087244,90.10607241,Hemayet Uddin Degree College,,"Hemayet Uddin Degree College, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","হেমায়েত উদদিন ডিগ্রি কলেজ, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['college'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Sekherhat,a952a74f3aa318a206e0138191e2782a
440710849.0,893cf376047ffff,22.62090825,90.10582702,Hemayet Uddin Degree College,,"Hemayet Uddin Degree College, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","হেমায়েত উদদিন ডিগ্রি কলেজ, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['college'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Sekherhat,a952a74f3aa318a206e0138191e2782a
440710866.0,893cf376047ffff,22.62095507,90.10562533,,,"Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['college'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Sekherhat,a952a74f3aa318a206e0138191e2782a
441102465.0,893cf376047ffff,22.62084456,90.10521925,Hemayet Uddin Degree College,,"Hemayet Uddin Degree College, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","হেমায়েত উদদিন ডিগ্রি কলেজ, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['college'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Sekherhat,a952a74f3aa318a206e0138191e2782a
441102748.0,893cf37607bffff,22.62025185,90.10638462,Hemayet Uddin Institute of Science,,"Hemayet Uddin Institute of Science, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","হেমায়েট উদ্দিন বিজ্ঞান ইনস্টিটিউট, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['school'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Sekherhat,a952a74f3aa318a206e0138191e2782a
513966205.0,893cf3380bbffff,22.738142,90.1803348,Atghar Market,,"Atghar Market, Nesarabad Subdistrict, Pirojpur District, Barishal Division, Bangladesh","আটগর বাজার, নেছারাবাদ উপজেলা, পিরোজপুর জেলা, বরিশাল বিভাগ, বাংলাদেশ",নেছারাবাদ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,GabhaRamchandrapur,6e74a445ede6447a098ac015e3b56485
516166095.0,893cf339173ffff,22.68163394,90.17096615,Kirtipasha Bazar,,"Kirtipasha Bazar, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","কির্তিপাশা বাজার, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Kirtipasha,08c0dc9fc2b90ad0d6cf35b36e7cddc1
516166096.0,893cf339527ffff,22.70217914,90.16330536,Dumaria Bazar,,"Dumaria Bazar, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ডুমারিয়া বাজার, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Kirtipasha,08c0dc9fc2b90ad0d6cf35b36e7cddc1
516166097.0,893cf33866fffff,22.71371252,90.16259692,Bhimruli Bazar,,"Bhimruli Bazar, Jhalakathi Sadar Subdistrict, Jhalokathi District, Barishal Division, Bangladesh","ভিমরুলি বাজার, ঝালকাঠি সদর উপজেলা, ঝালকাঠি জেলা, বরিশাল বিভাগ, বাংলাদেশ",ঝালকাঠি সদর উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Barisal,Jhalokati,JhalokatiSadar,Kirtipasha,08c0dc9fc2b90ad0d6cf35b36e7cddc1
